"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","99.765"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","60"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","83.015947"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","33"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","35"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","24"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","11.732251"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","23"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2007","","","","1913"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2008","","","","3245"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2005","","","","850"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2006","","","","1104.654887"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2009","","","","2244"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2012","","","","5065.39"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2013","","","","4895.692"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","3430"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2011","","","","4455.214106"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2014","","","","4297.293"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","3127.033"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2017","","","","3260.826"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2016","","","","2681.351"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","255.489"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","284"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","481.922"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","375.221"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","197.687"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","491.01"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","289.251"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","154"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","331.006384"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","18"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","28.034707"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","72"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","80"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2017","","","","3681.278"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2011","","","","4891.342873"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2010","","","","3782"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2005","","","","894"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2009","","","","2440"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2008","","","","3365"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2006","","","","1147.289975"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2007","","","","2011"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2014","","","","4739.62"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2012","","","","5657.554"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2013","","","","5382.926"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2015","","","","3797.892508"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","076","Brazil","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2016","","","","3055.927"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","293.76"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","176.851"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","218.563"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","240.413"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","202.964"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","67"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","132"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","93"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","124"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","146"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","105"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","283.914"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","239.524"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2005","","","","704"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2006","","","","999"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2008","","","","885"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2007","","","","1086"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2009","","","","1050"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2017","","","","3445.28"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2014","","","","3370.198"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","2723.706"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2013","","","","3096.817"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2012","","","","2570.981"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","1629"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2011","","","","2044.470106"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2016","","","","2948.406"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","3680.02685"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","2421"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","2852.411"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","3129.126"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","1052"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","1034"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","714"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","297"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","621"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","2964.531"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","2271.358"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1905.471"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","2386.351"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2017","","","","6713.028"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2009","","","","2208"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2012","","","","5720.738"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2011","","","","5964.91338"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2010","","","","4197"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2014","","","","5964.133"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2013","","","","6468.493"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2015","","","","4877.131175"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2016","","","","5411.313"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2006","","","","1687"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2005","","","","1133"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2008","","","","2045"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","156","China","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2007","","","","1894"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","14.52"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","25.657"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","9.989"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","25.844"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","15.688"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","14.105768"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","25.988"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","8"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","7"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","5"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","4"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","3"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2005","","","","55"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2006","","","","76"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","484","Mexico","356","India","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2007","","","","184"
