"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","18"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","1"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","2.309049"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","2.943332"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","3.453082"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","0.055733"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","0.181887"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2011","","","","98"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2015","","","","156.855816"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2014","","","","147.085956"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2007","","","","80"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2008","","","","86"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2016","","","","167.865482"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2009","","","","70"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2013","","","","123.924264"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2012","","","","100.735535"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2010","","","","87"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","484","Mexico","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2017","","","","129.15586"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","843.637103"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","823.931"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","804.251734"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","714.552285"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","767.22555"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","619"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","548"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","403"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","337"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","308"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","700"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","592"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","703.172755"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2006","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2008","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2007","","","","2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2009","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0.959189"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0.984742"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2012","","","","0.032867"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2013","","","","1.061912"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2014","","","","3.299957"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.343688"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2011","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0.020973"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2013","","","","813.515351"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2014","","","","827.247947"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2012","","","","703.92371"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2011","","","","700"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2015","","","","714.895974"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2016","","","","768.232264"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2017","","","","844.597292"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2010","","","","592"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2005","","","","308"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2006","","","","337"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2007","","","","405"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2009","","","","619"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2008","","","","548"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","7.344793"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","5.984353"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","2.365855"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","3.11209"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","3.345929"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","3.46495"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","1"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","5"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","1"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2006","","","","1"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2007","","","","1"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2008","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2013","","","","12.708114"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2012","","","","0.307752"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2011","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2017","","","","2.379989"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2016","","","","6.457748"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","14.945453"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2014","","","","0.417741"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2009","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","0.032843"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","218","Ecuador","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","0"
